iteration,score
1,0.9066666666666666
2,0.92
3,0.9066666666666666
4,0.92
5,0.92
6,0.9066666666666666
7,0.9133333333333333
8,0.9133333333333333
9,0.9066666666666666
10,0.92
11,0.88
12,0.92
13,0.9066666666666666
14,0.9133333333333333
15,0.9
16,0.9133333333333333
17,0.9066666666666666
18,0.9
19,0.9
20,0.8933333333333333
21,0.9133333333333333
22,0.88
23,0.9
24,0.9
25,0.9066666666666666
26,0.9
27,0.92
28,0.9
29,0.9
30,0.9133333333333333
31,0.9133333333333333
32,0.9133333333333333
33,0.9066666666666666
34,0.9
35,0.9066666666666666
36,0.0
37,0.9066666666666666
38,0.9133333333333333
39,0.8933333333333333
40,0.9133333333333333
41,0.9
42,0.9133333333333333
43,0.8933333333333333
44,0.9133333333333333
45,0.9
46,0.9133333333333333
47,0.9133333333333333
48,0.86
49,0.8933333333333333
50,0.9133333333333333
51,0.92
52,0.8866666666666667
53,0.9133333333333333
54,0.9133333333333333
55,0.9066666666666666
56,0.9133333333333333
57,0.9066666666666666
58,0.9066666666666666
59,0.9066666666666666
60,0.9066666666666666
61,0.88
62,0.9133333333333333
63,0.9066666666666666
64,0.8933333333333333
65,0.9
66,0.9
67,0.9
68,0.9
69,0.9066666666666666
70,0.92
71,0.0
72,0.9066666666666666
73,0.9
74,0.9066666666666666
75,0.92
76,0.92
77,0.9133333333333333
78,0.9066666666666666
79,0.9
80,0.9133333333333333
81,0.9066666666666666
82,0.9066666666666666
83,0.9133333333333333
84,0.92
85,0.0
86,0.9066666666666666
87,0.0
88,0.9133333333333333
89,0.9066666666666666
90,0.9133333333333333
91,0.8933333333333333
92,0.9
93,0.8933333333333333
94,0.9133333333333333
95,0.8866666666666667
96,0.9133333333333333
97,0.8933333333333333
98,0.9
99,0.9066666666666666
100,0.9066666666666666
